Flow Duration,Total Fwd Packet,Total Bwd packets,Fwd Packet Length Max,Bwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow IAT Mean,Label,Traffic Type
9258664.0,2.0,1.0,500.0,0.0,500.0,0.0,4629332.0,Malicious,DoS
9871481.0,2.0,0.0,500.0,0.0,500.0,0.0,9871481.0,Malicious,DoS
102488739.0,10.0,0.0,0.0,0.0,0.0,0.0,11387637.666666666,Benign,Text
56218.0,1.0,1.0,0.0,0.0,0.0,0.0,56218.0,Malicious,DoS
58548447.0,14522.0,0.0,1316.0,0.0,1316.0,0.0,4031.98450519938,Benign,Video
3229252.0,2.0,1.0,500.0,0.0,500.0,0.0,1614626.0,Malicious,DoS
25082309.0,3.0,1.0,1356.0,0.0,1349.3333333333333,0.0,8360769.666666666,Malicious,DoS
39886756.0,4.0,0.0,1356.0,0.0,1351.0,0.0,13295585.333333334,Malicious,DoS
76753972.0,9.0,0.0,1368.0,0.0,689.3333333333334,0.0,9594246.5,Malicious,DoS
135200.0,1.0,1.0,1356.0,0.0,1356.0,0.0,135200.0,Malicious,DoS
13477408.0,3.0,1.0,500.0,0.0,500.0,0.0,4492469.333333334,Malicious,DoS
19857778.0,2.0,0.0,1356.0,0.0,1356.0,0.0,19857778.0,Malicious,DoS
39454212.0,2.0,0.0,1356.0,0.0,1356.0,0.0,39454212.0,Malicious,DoS
15003964.0,2.0,2.0,56.0,56.0,46.5,46.5,5001321.333333334,Malicious,Bruteforce
30280352.0,4.0,1.0,500.0,0.0,495.0,0.0,7570088.0,Malicious,DoS
52169040.0,2.0,0.0,500.0,0.0,500.0,0.0,52169040.0,Malicious,DoS
5065691.0,4.0,4.0,461.0,631.0,115.25,157.75,723670.1428571428,Malicious,DoS
9295787.0,4.0,4.0,379.0,691.0,94.75,172.75,1327969.5714285716,Malicious,DoS
7751320.0,2.0,0.0,50.0,0.0,40.0,0.0,7751320.0,Malicious,DoS
5985.0,1.0,1.0,39.0,39.0,39.0,39.0,5985.0,Malicious,Bruteforce
15810009.0,46.0,39.0,18.0,38.0,2.5434782608695654,9.076923076923078,188214.3928571429,Malicious,Bruteforce
55217024.0,5.0,0.0,1356.0,0.0,1352.0,0.0,13804256.0,Malicious,DoS
57392894.0,9.0,0.0,1368.0,0.0,346.44444444444446,0.0,7174111.75,Malicious,DoS
45053783.0,5.0,1.0,1356.0,0.0,1352.0,0.0,9010756.6,Malicious,DoS
10058625.0,2.0,0.0,1356.0,0.0,1346.0,0.0,10058625.0,Malicious,DoS
20079784.0,5.0,0.0,500.0,0.0,496.0,0.0,5019946.0,Malicious,DoS
29059710.0,2.0,1.0,50.0,0.0,50.0,0.0,14529855.0,Malicious,DoS
35992842.0,3.0,1.0,50.0,0.0,50.0,0.0,11997614.0,Malicious,DoS
18338402.0,21.0,33.0,880.0,1056.0,93.33333333333336,66.21212121212123,346007.5849056604,Malicious,Bruteforce
38425841.0,8.0,0.0,500.0,0.0,275.0,0.0,5489405.857142857,Malicious,DoS
40225248.0,2.0,0.0,500.0,0.0,500.0,0.0,40225248.0,Malicious,DoS
45409028.0,2.0,0.0,1356.0,0.0,1356.0,0.0,45409028.0,Malicious,DoS
9631944.0,5.0,3.0,347.0,623.0,69.4,207.66666666666663,1375992.0,Malicious,DoS
54342032.0,2.0,0.0,50.0,0.0,50.0,0.0,54342032.0,Malicious,DoS
52403661.0,4.0,1.0,500.0,0.0,500.0,0.0,13100915.25,Malicious,DoS
58384874.0,2.0,1.0,500.0,0.0,490.0,0.0,29192437.0,Malicious,DoS
30172551.0,6.0,1.0,500.0,0.0,493.3333333333333,0.0,5028758.5,Malicious,DoS
9143197.0,7.0,5.0,435.0,637.0,62.14285714285714,127.4,831199.7272727273,Malicious,DoS
9676778.0,11.0,5.0,528.0,789.0,384.0,157.8,645118.5333333333,Malicious,DoS
52338260.0,6.0,1.0,500.0,0.0,496.6666666666667,0.0,8723043.333333332,Malicious,DoS
6180674.0,2.0,1.0,500.0,0.0,500.0,0.0,3090337.0,Malicious,DoS
