Flow Duration,Total Fwd Packet,Total Bwd packets,Fwd Packet Length Max,Bwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow IAT Mean,Label,Traffic Type
3919179.0,2.0,1.0,500.0,0.0,500.0,0.0,1959589.5,Malicious,DoS
20024651.0,2.0,0.0,500.0,0.0,500.0,0.0,20024651.0,Malicious,DoS
30181814.0,3.0,0.0,1356.0,0.0,1349.3333333333333,0.0,15090907.0,Malicious,DoS
3405212.0,5.0,5.0,312.0,1348.0,62.4,539.2,378356.8888888889,Malicious,Mirai
30543651.0,7.0,1.0,500.0,0.0,494.2857142857143,0.0,4363378.714285715,Malicious,DoS
89952011.0,6.0,3.0,350.0,639.0,58.333333333333336,213.0,11244001.375,Malicious,DoS
53169151.0,8.0,1.0,50.0,0.0,50.0,0.0,6646143.875,Malicious,DoS
10534998.0,2.0,0.0,50.0,0.0,50.0,0.0,10534998.0,Malicious,DoS
5511392.0,2.0,1.0,50.0,0.0,40.0,0.0,2755696.0,Malicious,DoS
9479407.0,4.0,4.0,334.0,611.0,83.5,152.75,1354201.0,Malicious,DoS
28623940.0,2.0,0.0,1356.0,0.0,1356.0,0.0,28623940.0,Malicious,DoS
45343073.0,3.0,0.0,1356.0,0.0,1356.0,0.0,22671536.5,Malicious,DoS
8933930.0,2.0,0.0,500.0,0.0,500.0,0.0,8933930.0,Malicious,DoS
37858836.0,4.0,0.0,50.0,0.0,45.0,0.0,12619612.0,Malicious,DoS
16304717.0,4.0,0.0,50.0,0.0,50.0,0.0,5434905.666666666,Malicious,DoS
5038545.0,2.0,0.0,0.0,0.0,0.0,0.0,5038545.0,Malicious,Information Gathering
47447839.0,2.0,0.0,50.0,0.0,50.0,0.0,47447839.0,Malicious,DoS
39995469.0,5.0,0.0,1356.0,0.0,1352.0,0.0,9998867.25,Malicious,DoS
9608210.0,5.0,3.0,586.0,811.0,117.2,270.3333333333333,1372601.4285714284,Malicious,DoS
9396777.0,4.0,4.0,547.0,763.0,136.75,190.75,1342396.7142857143,Malicious,DoS
20418571.0,4.0,1.0,500.0,0.0,495.0,0.0,5104642.75,Malicious,DoS
40063182.0,8.0,0.0,500.0,0.0,218.75,0.0,5723311.714285715,Malicious,DoS
37037207.0,15235.0,12.0,0.0,0.0,0.0,0.0,2429.306506624688,Malicious,Information Gathering
64293329.0,8.0,0.0,1368.0,0.0,548.25,0.0,9184761.285714284,Malicious,DoS
222960.0,1.0,1.0,0.0,641.0,0.0,641.0,222960.0,Malicious,DoS
119624619.0,5.0,4.0,835.0,443.0,167.0,110.75,14953077.375,Malicious,DoS
44671780.0,6.0,6.0,607.0,348.0,101.16666666666669,57.99999999999999,4061070.9090909087,Malicious,DoS
7137828.0,2.0,1.0,500.0,0.0,500.0,0.0,3568914.0,Malicious,DoS
10140654.0,2.0,0.0,1356.0,0.0,1356.0,0.0,10140654.0,Malicious,DoS
24626811.0,3.0,1.0,1356.0,0.0,1349.3333333333333,0.0,8208937.0,Malicious,DoS
54863492.0,2.0,0.0,1356.0,0.0,1356.0,0.0,54863492.0,Malicious,DoS
42201360.0,4.0,1.0,500.0,0.0,500.0,0.0,10550340.0,Malicious,DoS
8644154.0,2.0,0.0,50.0,0.0,40.0,0.0,8644154.0,Malicious,DoS
55357718.0,2.0,1.0,500.0,0.0,500.0,0.0,27678859.0,Malicious,DoS
53722362.0,4.0,1.0,50.0,0.0,50.0,0.0,13430590.5,Malicious,DoS
54273621.0,3.0,0.0,50.0,0.0,50.0,0.0,27136810.5,Malicious,DoS
28954116.0,2.0,1.0,50.0,0.0,50.0,0.0,14477058.0,Malicious,DoS
2135622.0,2.0,1.0,50.0,0.0,50.0,0.0,1067811.0,Malicious,DoS
39303085.0,2.0,0.0,50.0,0.0,50.0,0.0,39303085.0,Malicious,DoS
14940266.0,2.0,0.0,500.0,0.0,500.0,0.0,14940266.0,Malicious,DoS
20168212.0,3.0,1.0,50.0,0.0,50.0,0.0,6722737.333333334,Malicious,DoS
10089159.0,7.0,6.0,13.0,77.0,3.571428571428571,18.666666666666664,840763.25,Malicious,Bruteforce
6945605.0,2.0,0.0,500.0,0.0,490.0,0.0,6945605.0,Malicious,DoS
89915204.0,6.0,3.0,419.0,803.0,69.83333333333333,267.6666666666667,11239400.5,Malicious,DoS
64104.0,1.0,1.0,0.0,749.0,0.0,749.0,64104.0,Malicious,DoS
20481496.0,2.0,0.0,1356.0,0.0,1346.0,0.0,20481496.0,Malicious,DoS
18986995.0,2.0,0.0,50.0,0.0,50.0,0.0,18986995.0,Malicious,DoS
52257862.0,3.0,1.0,500.0,0.0,493.3333333333333,0.0,17419287.333333336,Malicious,DoS
16646796.0,3.0,0.0,50.0,0.0,43.333333333333336,0.0,8323398.0,Malicious,DoS
105734051.0,5.0,5.0,361.0,629.0,72.2,125.8,11748227.888888888,Malicious,DoS
45455.0,1.0,1.0,0.0,0.0,0.0,0.0,45455.0,Malicious,Information Gathering
25244225.0,2.0,0.0,500.0,0.0,490.0,0.0,25244225.0,Malicious,DoS
10082757.0,3.0,1.0,50.0,0.0,50.0,0.0,3360919.0,Malicious,DoS
13150818.0,4.0,0.0,500.0,0.0,500.0,0.0,4383606.0,Malicious,DoS
9694618.0,5.0,3.0,372.0,631.0,74.4,210.3333333333333,1384945.4285714286,Malicious,DoS
28810485.0,2.0,0.0,50.0,0.0,50.0,0.0,28810485.0,Malicious,DoS
102436.0,1.0,1.0,50.0,0.0,50.0,0.0,102436.0,Malicious,DoS
25033131.0,5.0,0.0,500.0,0.0,410.0,0.0,6258282.75,Malicious,DoS
6839308.0,5.0,4.0,359.0,671.0,71.8,167.75,854913.4999999999,Malicious,DoS
63145592.0,4.0,0.0,1368.0,0.0,379.5,0.0,21048530.666666664,Malicious,DoS
42134679.0,7.0,1.0,500.0,0.0,497.1428571428572,0.0,6019239.857142857,Malicious,DoS
3004986.0,2.0,0.0,480.0,0.0,480.0,0.0,3004986.0,Malicious,DoS
40134750.0,2.0,0.0,500.0,0.0,500.0,0.0,40134750.0,Malicious,DoS
30253367.0,3.0,1.0,500.0,0.0,500.0,0.0,10084455.666666668,Malicious,DoS
55200119.0,2.0,0.0,500.0,0.0,500.0,0.0,55200119.0,Malicious,DoS
10073540.0,2.0,0.0,500.0,0.0,490.0,0.0,10073540.0,Malicious,DoS
38559154.0,3.0,0.0,50.0,0.0,43.333333333333336,0.0,19279577.0,Malicious,DoS
43188690.0,4.0,1.0,50.0,0.0,50.0,0.0,10797172.5,Malicious,DoS
8971517.0,5.0,4.0,578.0,817.0,115.6,204.25,1121439.6249999998,Malicious,DoS
20538970.0,3.0,0.0,1356.0,0.0,1349.3333333333333,0.0,10269485.0,Malicious,DoS
83450420.0,11.0,0.0,1368.0,0.0,614.0,0.0,8345041.999999999,Malicious,DoS
55381026.0,2.0,1.0,1356.0,0.0,1346.0,0.0,27690513.0,Malicious,DoS
9997506.0,2.0,1.0,50.0,0.0,50.0,0.0,4998753.0,Malicious,DoS
10366273.0,2.0,1.0,500.0,0.0,490.0,0.0,5183136.5,Malicious,DoS
53926417.0,2.0,0.0,50.0,0.0,50.0,0.0,53926417.0,Malicious,DoS
42173885.0,2.0,1.0,500.0,500.0,250.0,500.0,21086942.5,Malicious,DoS
18409508.0,2.0,2.0,46.0,46.0,41.0,41.0,6136502.666666666,Malicious,Bruteforce
46038564.0,3.0,1.0,50.0,0.0,50.0,0.0,15346188.0,Malicious,DoS
34517414.0,2.0,0.0,1356.0,0.0,1356.0,0.0,34517414.0,Malicious,DoS
30900624.0,2.0,1.0,500.0,0.0,500.0,0.0,15450312.0,Malicious,DoS
43172793.0,3.0,0.0,1368.0,0.0,639.3333333333333,0.0,21586396.5,Malicious,DoS
37843567.0,6.0,1.0,50.0,0.0,50.0,0.0,6307261.166666667,Malicious,DoS
45069695.0,3.0,1.0,1356.0,0.0,1349.3333333333333,0.0,15023231.666666668,Malicious,DoS
6606665.0,2.0,0.0,50.0,0.0,40.0,0.0,6606665.0,Malicious,DoS
54980933.0,6.0,0.0,1356.0,0.0,1352.6666666666667,0.0,10996186.6,Malicious,DoS
17093832.0,4.0,1.0,500.0,0.0,500.0,0.0,4273458.0,Malicious,DoS
10282538.0,2.0,1.0,1356.0,0.0,1356.0,0.0,5141269.0,Malicious,DoS
20257092.0,2.0,1.0,500.0,0.0,500.0,0.0,10128546.0,Malicious,DoS
29574252.0,4.0,0.0,1356.0,0.0,1351.0,0.0,9858084.0,Malicious,DoS
45175565.0,2.0,0.0,1356.0,0.0,1356.0,0.0,45175565.0,Malicious,DoS
24807664.0,2.0,0.0,1356.0,0.0,1346.0,0.0,24807664.0,Malicious,DoS
10161860.0,3.0,1.0,500.0,0.0,500.0,0.0,3387286.666666667,Malicious,DoS
26131656.0,3.0,0.0,500.0,0.0,200.0,0.0,13065828.0,Malicious,DoS
3450623.0,2.0,1.0,0.0,0.0,0.0,0.0,1725311.5,Malicious,Information Gathering
12867235.0,2.0,1.0,50.0,0.0,50.0,0.0,6433617.5,Malicious,DoS
9322437.0,10.0,5.0,320.0,651.0,224.0,130.2,665888.3571428573,Malicious,DoS
55162022.0,7.0,1.0,500.0,0.0,494.2857142857143,0.0,7880288.857142858,Malicious,DoS
59516863.0,5.0,4.0,361.0,625.0,72.2,156.25,7439607.875,Malicious,DoS
22266700.0,4.0,1.0,50.0,0.0,50.0,0.0,5566675.0,Malicious,DoS
55471396.0,4.0,0.0,1356.0,0.0,1356.0,0.0,18490465.33333333,Malicious,DoS
36664212.0,5.0,0.0,1368.0,0.0,583.6,0.0,9166053.0,Malicious,DoS
16353003.0,2.0,0.0,50.0,0.0,50.0,0.0,16353003.0,Malicious,DoS
27718329.0,3.0,1.0,50.0,0.0,43.333333333333336,0.0,9239443.0,Malicious,DoS
3029683.0,2.0,0.0,50.0,0.0,50.0,0.0,3029683.0,Malicious,DoS
3882264.0,2.0,0.0,0.0,0.0,0.0,0.0,3882264.0,Malicious,Information Gathering
42086007.0,3.0,1.0,500.0,0.0,500.0,0.0,14028669.0,Malicious,DoS
53950566.0,3.0,1.0,50.0,0.0,50.0,0.0,17983522.0,Malicious,DoS
19812672.0,2.0,1.0,50.0,0.0,50.0,0.0,9906336.0,Malicious,DoS
29467290.0,5.0,0.0,500.0,0.0,140.0,0.0,7366822.5,Malicious,DoS
55248998.0,41.0,25.0,107.0,420.0,22.63414634146341,82.88,849984.5846153847,Benign,Text
15364845.0,2.0,1.0,500.0,0.0,500.0,0.0,7682422.5,Malicious,DoS
20711750.0,3.0,1.0,500.0,0.0,500.0,0.0,6903916.666666666,Malicious,DoS
30269224.0,4.0,1.0,500.0,0.0,495.0,0.0,7567306.0,Malicious,DoS
35090022.0,2.0,0.0,500.0,0.0,500.0,0.0,35090022.0,Malicious,DoS
12079818.0,2.0,0.0,500.0,0.0,500.0,0.0,12079818.0,Malicious,DoS
84242.0,3.0,1.0,653.0,0.0,217.66666666666663,0.0,28080.666666666664,Malicious,DoS
29050374.0,2.0,0.0,500.0,0.0,500.0,0.0,29050374.0,Malicious,DoS
67869323.0,5.0,0.0,1368.0,0.0,667.2,0.0,16967330.75,Malicious,DoS
6998236.0,2.0,1.0,50.0,0.0,40.0,0.0,3499118.0,Malicious,DoS
31490400.0,3.0,1.0,50.0,0.0,50.0,0.0,10496800.0,Malicious,DoS
55291667.0,4.0,1.0,500.0,0.0,500.0,0.0,13822916.75,Malicious,DoS
45152261.0,3.0,0.0,500.0,0.0,493.3333333333333,0.0,22576130.5,Malicious,DoS
83399.0,1.0,1.0,0.0,733.0,0.0,733.0,83399.0,Malicious,DoS
37335607.0,2.0,1.0,500.0,0.0,500.0,0.0,18667803.5,Malicious,DoS
3068696.0,2.0,0.0,500.0,0.0,500.0,0.0,3068696.0,Malicious,DoS
39634410.0,3.0,0.0,1356.0,0.0,1349.3333333333333,0.0,19817205.0,Malicious,DoS
41560163.0,7.0,0.0,500.0,0.0,307.1428571428572,0.0,6926693.833333334,Malicious,DoS
65827067.0,11.0,0.0,1368.0,0.0,412.3636363636364,0.0,6582706.7,Malicious,DoS
25044810.0,5.0,0.0,500.0,0.0,496.0,0.0,6261202.5,Malicious,DoS
36454211.0,4.0,0.0,500.0,0.0,162.5,0.0,12151403.666666668,Malicious,DoS
11977076.0,2.0,0.0,50.0,0.0,50.0,0.0,11977076.0,Malicious,DoS
25470941.0,2.0,1.0,1356.0,0.0,1346.0,0.0,12735470.5,Malicious,DoS
634926.0,4.0,4.0,494.0,729.0,123.5,182.25,90703.71428571428,Malicious,DoS
40213952.0,4.0,0.0,1356.0,0.0,1351.0,0.0,13404650.666666666,Malicious,DoS
13581396.0,5.0,0.0,50.0,0.0,46.0,0.0,3395349.0,Malicious,DoS
2273212.0,4.0,5.0,454.0,739.0,113.5,147.8,284151.5,Malicious,DoS
44874003.0,4.0,1.0,1356.0,0.0,1356.0,0.0,11218500.75,Malicious,DoS
53453369.0,8.0,0.0,1368.0,0.0,439.75,0.0,7636195.571428571,Malicious,DoS
1519955.0,2.0,1.0,50.0,0.0,50.0,0.0,759977.5,Malicious,DoS
35253956.0,2.0,1.0,50.0,0.0,50.0,0.0,17626978.0,Malicious,DoS
23209523.0,2.0,1.0,500.0,0.0,490.0,0.0,11604761.5,Malicious,DoS
22864047.0,2.0,0.0,50.0,0.0,50.0,0.0,22864047.0,Malicious,DoS
39207974.0,4.0,1.0,50.0,0.0,50.0,0.0,9801993.5,Malicious,DoS
23182349.0,3.0,1.0,50.0,0.0,50.0,0.0,7727449.666666666,Malicious,DoS
9691219.0,5.0,3.0,415.0,755.0,83.0,251.66666666666663,1384459.857142857,Malicious,DoS
38987641.0,5.0,1.0,500.0,0.0,496.0,0.0,7797528.2,Malicious,DoS
47481976.0,2.0,1.0,50.0,0.0,50.0,0.0,23740988.0,Malicious,DoS
35213728.0,2.0,0.0,50.0,0.0,50.0,0.0,35213728.0,Malicious,DoS
26611418.0,2.0,0.0,50.0,0.0,40.0,0.0,26611418.0,Malicious,DoS
33445754.0,9.0,1.0,50.0,0.0,47.77777777777778,0.0,3716194.8888888895,Malicious,DoS
10042491.0,2.0,0.0,0.0,0.0,0.0,0.0,10042491.0,Malicious,Information Gathering
57030348.0,5.0,0.0,1368.0,0.0,403.6,0.0,14257587.0,Malicious,DoS
17103137.0,2.0,0.0,500.0,0.0,500.0,0.0,17103137.0,Malicious,DoS
50436109.0,5.0,1.0,50.0,0.0,50.0,0.0,10087221.8,Malicious,DoS
20344851.0,3.0,1.0,1356.0,0.0,1356.0,0.0,6781617.0,Malicious,DoS
50574748.0,2.0,0.0,1368.0,0.0,709.0,0.0,50574748.0,Malicious,DoS
9578.0,1.0,1.0,35.0,35.0,35.0,35.0,9578.0,Malicious,Bruteforce
20946359.0,4.0,0.0,1368.0,0.0,717.0,0.0,6982119.666666666,Malicious,DoS
129556.0,1.0,1.0,480.0,0.0,480.0,0.0,129556.0,Malicious,DoS
4335259.0,2.0,0.0,50.0,0.0,50.0,0.0,4335259.0,Malicious,DoS
49316231.0,3.0,0.0,1368.0,0.0,928.6666666666666,0.0,24658115.5,Malicious,DoS
25107878.0,2.0,1.0,50.0,0.0,50.0,0.0,12553939.0,Malicious,DoS
48193110.0,8.0,0.0,500.0,0.0,497.5,0.0,6884730.0,Malicious,DoS
49112139.0,2.0,0.0,500.0,0.0,500.0,0.0,49112139.0,Malicious,DoS
5870967.0,2.0,0.0,500.0,0.0,500.0,0.0,5870967.0,Malicious,DoS
27929910.0,4.0,1.0,50.0,0.0,40.0,0.0,6982477.5,Malicious,DoS
6664186.0,2.0,0.0,0.0,0.0,0.0,0.0,6664186.0,Malicious,Information Gathering
3034910.0,2.0,1.0,500.0,0.0,500.0,0.0,1517455.0,Malicious,DoS
2002436.0,2.0,0.0,50.0,0.0,50.0,0.0,2002436.0,Malicious,DoS
29922044.0,4.0,1.0,1356.0,0.0,1351.0,0.0,7480511.0,Malicious,DoS
43962359.0,3.0,0.0,500.0,0.0,200.0,0.0,21981179.5,Malicious,DoS
29591017.0,6.0,3.0,419.0,767.0,69.83333333333333,255.66666666666663,3698877.125,Malicious,DoS
23121689.0,2.0,0.0,500.0,0.0,500.0,0.0,23121689.0,Malicious,DoS
16823889.0,38.0,45.0,39.0,17.0,9.31578947368421,2.7333333333333334,205169.3780487805,Malicious,Bruteforce
19875171.0,4.0,1.0,50.0,0.0,40.0,0.0,4968792.75,Malicious,DoS
102125.0,1.0,1.0,0.0,787.0,0.0,787.0,102125.0,Malicious,DoS
22485226.0,3.0,1.0,500.0,0.0,500.0,0.0,7495075.333333334,Malicious,DoS
23135807.0,6.0,0.0,500.0,0.0,493.3333333333333,0.0,4627161.4,Malicious,DoS
38390797.0,6.0,0.0,500.0,0.0,350.0,0.0,7678159.4,Malicious,DoS
35232731.0,3.0,0.0,1356.0,0.0,1349.3333333333333,0.0,17616365.5,Malicious,DoS
76811496.0,6.0,0.0,1368.0,0.0,344.66666666666663,0.0,15362299.2,Malicious,DoS
761954.0,1.0,1.0,500.0,0.0,500.0,0.0,761954.0,Malicious,DoS
33493919.0,3.0,1.0,500.0,0.0,500.0,0.0,11164639.666666668,Malicious,DoS
11405762.0,3.0,0.0,50.0,0.0,50.0,0.0,5702881.0,Malicious,DoS
7343695.0,5.0,3.0,496.0,837.0,99.2,279.0,1049099.2857142857,Malicious,DoS
52168354.0,2.0,1.0,500.0,0.0,500.0,0.0,26084177.0,Malicious,DoS
85177105.0,5.0,4.0,432.0,619.0,86.4,154.75,10647138.125,Malicious,DoS
30152973.0,2.0,0.0,1356.0,0.0,1356.0,0.0,30152973.0,Malicious,DoS
8492792.0,2.0,1.0,50.0,0.0,50.0,0.0,4246396.0,Malicious,DoS
5138223.0,2.0,1.0,0.0,0.0,0.0,0.0,2569111.5,Malicious,Information Gathering
76012004.0,4.0,0.0,1368.0,0.0,821.5,0.0,25337334.666666668,Malicious,DoS
57783388.0,5.0,1.0,50.0,0.0,46.0,0.0,11556677.6,Malicious,DoS
27108054.0,6.0,1.0,500.0,0.0,493.3333333333333,0.0,4518009.0,Malicious,DoS
8424944.0,2.0,0.0,0.0,0.0,0.0,0.0,8424944.0,Malicious,Information Gathering
9572366.0,4.0,4.0,440.0,681.0,110.0,170.25,1367480.8571428573,Malicious,DoS
41786819.0,5.0,1.0,50.0,0.0,46.0,0.0,8357363.8,Malicious,DoS
32492.0,1.0,1.0,759.0,0.0,759.0,0.0,32492.0,Malicious,DoS
15172511.0,3.0,1.0,500.0,0.0,500.0,0.0,5057503.666666666,Malicious,DoS
20103407.0,2.0,0.0,50.0,0.0,50.0,0.0,20103407.0,Malicious,DoS
1723614.0,2.0,1.0,0.0,0.0,0.0,0.0,861807.0,Malicious,Information Gathering
119987022.0,5.0,4.0,526.0,663.0,105.2,165.75,14998377.750000004,Malicious,DoS
9662515.0,7.0,5.0,505.0,835.0,72.14285714285715,167.0,878410.4545454546,Malicious,DoS
5021696.0,4.0,4.0,436.0,789.0,109.0,197.25,717385.1428571427,Malicious,DoS
30188567.0,2.0,1.0,50.0,0.0,40.0,0.0,15094283.5,Malicious,DoS
17961626.0,4.0,0.0,500.0,0.0,500.0,0.0,5987208.666666666,Malicious,DoS
5711504.0,2.0,1.0,500.0,0.0,500.0,0.0,2855752.0,Malicious,DoS
2179193.0,4.0,5.0,335.0,619.0,83.75,123.8,272399.125,Malicious,DoS
8999869.0,4.0,4.0,451.0,725.0,112.75,181.25,1285695.5714285716,Malicious,DoS
33463543.0,6.0,1.0,500.0,0.0,496.6666666666667,0.0,5577257.166666666,Malicious,DoS
57153316.0,11.0,0.0,1368.0,0.0,535.0909090909091,0.0,5715331.6,Malicious,DoS
28873670.0,5.0,1.0,50.0,0.0,46.0,0.0,5774734.0,Malicious,DoS
42958849.0,5.0,1.0,500.0,0.0,496.0,0.0,8591769.8,Malicious,DoS
9424318.0,4.0,5.0,369.0,683.0,92.25,136.6,1178039.75,Malicious,DoS
3467244.0,3.0,0.0,50.0,0.0,50.0,0.0,1733622.0,Malicious,DoS
9122765.0,2.0,1.0,500.0,0.0,500.0,0.0,4561382.5,Malicious,DoS
41071250.0,3.0,1.0,50.0,0.0,50.0,0.0,13690416.666666668,Malicious,DoS
1967633.0,4.0,4.0,323.0,633.0,80.75,158.25,281090.4285714286,Malicious,DoS
71751333.0,3.0,0.0,1368.0,0.0,489.3333333333333,0.0,35875666.5,Malicious,DoS
9507805.0,5.0,3.0,592.0,685.0,118.4,228.3333333333333,1358257.857142857,Malicious,DoS
15030194.0,2.0,0.0,50.0,0.0,50.0,0.0,15030194.0,Malicious,DoS
7128690.0,2.0,2.0,56.0,56.0,50.0,50.0,2376230.0,Malicious,Bruteforce
28612714.0,4.0,0.0,500.0,0.0,275.0,0.0,9537571.333333334,Malicious,DoS
5025612.0,4.0,4.0,477.0,841.0,119.25,210.25,717944.5714285715,Malicious,DoS
32271332.0,6.0,4.0,441.0,623.0,73.5,155.75,3585703.555555555,Malicious,DoS
13879848.0,3.0,1.0,50.0,0.0,50.0,0.0,4626616.0,Malicious,DoS
7408897.0,2.0,0.0,50.0,0.0,40.0,0.0,7408897.0,Malicious,DoS
45616349.0,3.0,1.0,500.0,0.0,500.0,0.0,15205449.666666668,Malicious,DoS
92970082.0,10.0,0.0,1368.0,0.0,493.6,0.0,10330009.111111112,Malicious,DoS
35183130.0,5.0,0.0,500.0,0.0,496.0,0.0,8795782.5,Malicious,DoS
7826.0,1.0,1.0,42.0,42.0,42.0,42.0,7826.0,Malicious,Bruteforce
691068.0,2.0,0.0,50.0,0.0,50.0,0.0,691068.0,Malicious,DoS
41715793.0,5.0,0.0,500.0,0.0,230.0,0.0,10428948.25,Malicious,DoS
9257910.0,2.0,0.0,50.0,0.0,40.0,0.0,9257910.0,Malicious,DoS
1399176.0,2.0,0.0,50.0,0.0,50.0,0.0,1399176.0,Malicious,DoS
25351985.0,2.0,0.0,500.0,0.0,275.0,0.0,25351985.0,Malicious,DoS
51291840.0,2.0,0.0,50.0,0.0,50.0,0.0,51291840.0,Malicious,DoS
5445837.0,2.0,0.0,50.0,0.0,50.0,0.0,5445837.0,Malicious,DoS
38778120.0,2.0,0.0,500.0,0.0,275.0,0.0,38778120.0,Malicious,DoS
52148148.0,10.0,1.0,500.0,0.0,496.0,0.0,5214814.800000001,Malicious,DoS
12911212.0,4.0,1.0,500.0,0.0,500.0,0.0,3227803.0,Malicious,DoS
40116719.0,4.0,0.0,500.0,0.0,500.0,0.0,13372239.666666666,Malicious,DoS
11947613.0,2.0,0.0,0.0,0.0,0.0,0.0,11947613.0,Malicious,Information Gathering
49056359.0,2.0,1.0,500.0,0.0,500.0,0.0,24528179.5,Malicious,DoS
7261554.0,5.0,3.0,358.0,661.0,71.6,220.3333333333333,1037364.857142857,Malicious,DoS
40126671.0,3.0,0.0,500.0,0.0,493.3333333333333,0.0,20063335.5,Malicious,DoS
14178655.0,2.0,1.0,50.0,0.0,50.0,0.0,7089327.5,Malicious,DoS
58507751.0,2.0,1.0,50.0,0.0,50.0,0.0,29253875.5,Malicious,DoS
34940205.0,4.0,0.0,1356.0,0.0,1351.0,0.0,11646735.0,Malicious,DoS
58181694.0,4.0,0.0,500.0,0.0,500.0,0.0,19393898.0,Malicious,DoS
43965481.0,10.0,0.0,500.0,0.0,275.0,0.0,4885053.444444444,Malicious,DoS
9463391.0,5.0,3.0,477.0,613.0,95.4,204.3333333333333,1351913.0,Malicious,DoS
41238585.0,2.0,1.0,50.0,0.0,50.0,0.0,20619292.5,Malicious,DoS
13050239.0,2.0,0.0,500.0,0.0,500.0,0.0,13050239.0,Malicious,DoS
7266561.0,3.0,0.0,0.0,0.0,0.0,0.0,3633280.5,Malicious,Information Gathering
49050872.0,3.0,1.0,500.0,0.0,500.0,0.0,16350290.666666668,Malicious,DoS
51962435.0,3.0,0.0,1368.0,0.0,489.3333333333333,0.0,25981217.5,Malicious,DoS
43561746.0,2.0,0.0,50.0,0.0,50.0,0.0,43561746.0,Malicious,DoS
52173885.0,5.0,1.0,500.0,0.0,496.0,0.0,10434777.0,Malicious,DoS
45078209.0,5.0,1.0,1356.0,0.0,1352.0,0.0,9015641.8,Malicious,DoS
64651351.0,11.0,0.0,1368.0,0.0,535.0909090909091,0.0,6465135.100000001,Malicious,DoS
45982922.0,6.0,1.0,50.0,0.0,43.333333333333336,0.0,7663820.333333334,Malicious,DoS
30304781.0,5.0,1.0,500.0,0.0,496.0,0.0,6060956.2,Malicious,DoS
27121986.0,2.0,0.0,500.0,0.0,500.0,0.0,27121986.0,Malicious,DoS
16869154.0,43.0,38.0,14.0,38.0,2.7906976744186043,9.31578947368421,210864.425,Malicious,Bruteforce
5909987.0,3.0,1.0,500.0,0.0,500.0,0.0,1969995.6666666665,Malicious,DoS
